COMPOUND_NAME	SACRI_PERIOD	DOSE_LEVEL	RBC(x10_4/ul)	Hb(g/dL)	Ht(%)	MCV(fL)	MCH(pg)	MCHC(%)	Ret(%)	Plat(x10_4/uL)	WBC(x10_2/uL)	Neu(%)	Eos(%)	Bas(%)	Mono(%)	Lym(%)	PT(s)	APTT(s)	Fbg(mg/dL)	ALP(IU/L)	TC(mg/dL)	TG(mg/dL)	PL(mg/dL)	TBIL(mg/dL)	DBIL(mg/dL)	GLC(mg/dL)	BUN(mg/dL)	CRE(mg/dL)	Na(meq/L)	K(meq/L)	Cl(meq/L)	Ca(mg/dL)	IP(mg/dL)	TP(g/dL)	RALB(g/dL)	A/G	AST(IU/L)	ALT(IU/L)	LDH(IU/L)	GTP(IU/L)
ajmaline	29 day	Low	779	15.8	46.1	59.2	20.3	34.2	1.6	96.4	122	10	1	0	5	83	11.2	17.8	213	587	72	178	163	0.29	0	208	19	0.4	141	4.6	104	10.2	6	6	3.9	1.9	78	42	132	1
ajmaline	29 day	Low	756	15.1	45.1	59.6	19.9	33.4	1.8	101.9	91.2	12	1	0	3	84	11.5	16.7	235	715	68	272	156	0.4	0.01	185	21	0.7	141	4.5	105	10.4	5.4	6.1	4.1	2.1	60	30	83	1
ajmaline	29 day	Low	745	15.2	44.6	60	20.4	34.1	2.4	106.1	104	10	1	0	5	84	11.5	18.4	205	775	74	198	157	0.25	0.01	203	15	0.6	142	4.9	106	10.2	6	6.1	3.8	1.7	56	27	69	1
ajmaline	29 day	Low	735	15.4	46.1	62.6	21	33.5	2.6	80.2	113	11	1	0	6	82	11.2	16.4	231	626	69	160	151	0.24	0	201	22	0.7	145	4.1	107	11.2	6.7	6.1	3.9	1.8	56	26	174	1
ajmaline	29 day	Low	759	15.5	45.8	60.3	20.4	33.8	2.3	98.2	121	14	1	0	4	82	10.8	16.5	224	593	76	143	164	0.2	0.02	194	21	0.6	143	4.5	104	10.6	6.9	6.1	3.8	1.7	64	29	90	1
ajmaline	4 day	Middle	564	12.3	37.5	66.5	21.8	32.8	7.6	109	108	7	1	0	3	89	12.7	16.3	192	949	44	40	87	0.35	0.06	205	14	0.5	138	3.7	101	10	6.9	5	3.6	2.6	64	36	64	1
ajmaline	4 day	Middle	583	12.9	39	66.9	22.1	33.1	8.6	126.2	147	16	1	0	5	78	11.7	16.3	203	905	78	142	155	0.38	0.05	198	19	0.4	141	4.3	104	10.8	7.2	5.6	3.6	1.8	61	31	204	2
ajmaline	4 day	Middle	579	12.1	36.8	63.5	20.9	32.9	8.3	105.6	85	16	1	0	5	77	11.4	15.8	209	830	84	100	157	0.42	0	216	21	0.5	140	4.3	103	10.9	7.8	5.5	3.5	1.8	57	38	80	1
ajmaline	4 day	Middle	617	13.1	40.1	64.9	21.2	32.6	7.4	106.9	68.2	15	1	0	10	74	11.7	16.6	210	850	80	71	152	0.32	0.08	202	14	0.6	139	4.5	102	10.9	9	5.4	3.5	1.8	69	52	79	0
ajmaline	4 day	Middle	666	13.7	42.4	63.7	20.6	32.4	7.1	126.2	98.2	14	1	0	7	77	11.6	16.5	199	907	73	52	139	0.26	0.01	184	13	0.5	138	4.5	101	10.5	8.8	5.2	3.3	1.7	64	39	66	1
ajmaline	8 day	Middle	689	14.2	43.8	63.5	20.5	32.4	6.6	130.6	145	15	1	0	13	72	11	17.3	262	832	77	131	158	0.22	0.05	322	19	0.6	145	5.5	102	13.2	10.8	6.2	4.1	2	69	38	118	2
ajmaline	8 day	Middle	594	12.9	39.1	65.9	21.7	33	8.8	128.3	106	7	0	0	4	88	11.8	16	219	687	72	98	140	0.35	0	195	15	0.4	144	4.3	104	11	8.9	5.7	3.7	1.9	62	32	208	1
ajmaline	8 day	Middle	618	12.9	38.7	62.7	20.8	33.3	7.2	129.3	143	15	1	0	4	81	11.2	17.5	234	778	82	37	142	0.39	0.01	188	19	0.6	141	4.5	103	11.4	7.6	5.7	3.9	2.2	59	38	68	2
ajmaline	8 day	Middle	593	12.4	38.2	64.4	20.9	32.4	7.6	130.6	113	18	1	0	12	69	11.2	15.7	219	847	95	123	183	0.35	0	198	20	0.6	143	4.5	104	11.5	8	5.7	3.9	2.2	55	26	65	1
ajmaline	8 day	Middle	646	14	42.3	65.4	21.6	33	4.1	124.2	91.6	10	1	0	5	84	11.5	16.7	223	706	74	84	149	0.38	0	193	17	0.4	141	4.6	106	11.1	8	5.4	3.5	1.8	62	30	75	1
ajmaline	15 day	Middle	697	14	42.1	60.4	20	33.2	3.8	131.1	136	11	1	0	3	85	11.2	16.5	213	858	73	87	145	0.37	0.03	208	18	0.6	142	4.3	104	11.2	7.5	5.8	3.9	2.1	66	31	73	2
ajmaline	15 day	Middle	705	14.3	43.5	61.6	20.3	32.9	3.8	127.4	132	20	1	0	15	64	11	17.7	254	677	103	191	207	0.35	0	211	22	0.6	140	5	104	10.8	7.5	5.8	3.8	1.9	68	32	237	1
ajmaline	15 day	Middle	708	14.4	43.6	61.6	20.3	33	3.9	143	111	13	0	0	3	84	11.4	16.6	224	750	72	79	139	0.41	0	208	16	0.6	141	4.7	105	11.2	7.2	5.8	3.8	1.9	63	32	79	1
ajmaline	15 day	Middle	681	13.5	40.6	59.5	19.8	33.2	5.3	157.1	120	10	1	0	4	86	11.3	17.5	218	894	62	106	131	0.36	0.02	204	19	0.6	141	4.5	106	10.9	7.3	5.6	3.6	1.8	63	32	78	1
ajmaline	15 day	Middle	659	14.3	43	65.2	21.8	33.4	6.5	141.4	201	13	1	0	3	84	11.3	16.2	248	835	75	85	144	0.39	0.01	204	22	0.5	139	4.8	101	11	8.4	5.7	3.6	1.7	68	32	115	1
ajmaline	29 day	Middle	816	14.9	45.6	55.9	18.3	32.7	1.8	146.9	139	17	1	0	3	78	11	16.4	242	651	60	160	129	0.26	0.04	178	19	0.6	142	4.6	104	9.9	6.7	6.4	3.8	1.5	58	32	81	1
ajmaline	29 day	Middle	859	16	48	55.9	18.6	33.2	1.4	113.5	81.4	7	1	0	5	87	11.8	15.4	198	753	56	96	120	0.28	0.06	189	19	0.7	143	4.7	107	9.9	5.3	6.1	4	1.9	63	32	150	2
ajmaline	29 day	Middle	766	15.1	44.6	58.2	19.6	33.7	2.2	118.8	150	12	1	0	6	81	11.6	16.8	224	934	57	122	130	0.27	0.02	196	18	0.7	140	4.4	104	10.1	6.3	6	3.7	1.6	58	34	82	3
ajmaline	29 day	Middle	743	15	44.5	59.9	20.1	33.6	2.7	117.3	131	9	1	0	3	87	11.8	18	203	604	62	71	135	0.41	0.05	174	18	0.5	140	4.5	103	10.4	7.5	5.8	3.9	2.1	56	32	63	1
ajmaline	29 day	Middle	791	15.3	45.5	57.5	19.3	33.6	2.4	122.6	115	11	1	0	7	82	11.3	16.1	226	554	68	93	144	0.3	0.01	212	15	0.7	141	4.4	104	10.5	7.4	5.8	3.9	2.1	64	37	62	1
ajmaline	4 day	High	642	12.8	41.2	64.1	20	31.2	7.8	127	126	14	1	0	9	77	11.2	15.9	226	1017	88	88	150	0.33	0.04	209	15	0.4	140	4	101	11.3	8	5.5	3.6	1.9	66	67	95	1
ajmaline	4 day	High	604	12.2	37.8	62.5	20.1	32.1	7.6	118	124	7	1	0	6	86	11.4	17.2	213	923	100	40	163	0.32	0.03	193	18	0.6	140	4.6	101	11.5	8.4	5.4	3.6	2	65	38	90	0
ajmaline	4 day	High	636	13.7	41.7	65.5	21.5	32.9	8.7	122.2	145	11	1	0	10	78	11.9	15.8	200	1330	71	59	128	0.32	0.06	194	15	0.5	138	4.5	101	11.3	8.1	5.1	3.5	2.2	71	43	96	1
ajmaline	4 day	High	614	13	39.1	63.8	21.2	33.2	6.7	118.3	87.1	9	1	0	5	86	11.6	15.8	231	924	102	55	172	0.3	0	212	17	0.5	138	4.5	99	11.8	8.6	5.7	3.7	1.9	58	33	79	1
ajmaline	4 day	High	588	12.7	38.9	66.2	21.7	32.7	8.2	120.1	183	7	1	0	6	87	11.8	16.1	200	754	77	44	137	0.39	0.04	192	20	0.6	138	4.4	100	11.4	8.6	5.2	3.5	2.1	81	40	256	1
ajmaline	8 day	High	633	13.5	40.6	64.2	21.4	33.3	8.5	143.2	130	12	0	0	4	83	11	17	226	873	84	66	150	0.38	0.03	185	20	0.5	141	4.5	103	11.3	8.1	5.6	3.6	1.8	54	39	84	1
ajmaline	8 day	High	635	13.3	40.7	64	20.9	32.7	5	138.7	123	12	1	0	5	82	11.6	15.6	227	1344	77	61	134	0.4	0.03	190	18	0.4	141	4.7	104	11.8	7.2	5.2	3.5	2.1	67	40	71	1
ajmaline	8 day	High	616	12.9	38.7	62.9	20.9	33.3	8.9	148.5	136	20	1	0	5	74	11.4	17.4	209	806	81	36	135	0.41	0.01	186	17	0.4	140	4.9	103	11.2	7.8	5.3	3.4	1.8	61	37	82	2
ajmaline	8 day	High	628	13.2	40.1	63.9	21.1	33	6.4	126.6	113	11	1	0	6	81	11.2	16.2	224	825	88	48	144	0.42	0.03	182	15	0.5	142	4.6	103	11.8	8.6	5.4	3.5	1.8	61	36	68	1
ajmaline	8 day	High	624	13.1	39.3	63	21	33.4	6.2	154.7	91.8	12	1	0	2	85	11.2	15.9	242	874	74	73	147	0.43	0.03	206	14	0.6	143	4.4	102	11.8	9.9	5.4	3.6	2	46	33	189	1
ajmaline	15 day	High	672	13.8	41.4	61.6	20.5	33.3	6	134.3	95.3	11	1	0	6	83	11.4	16.7	253	597	55	95	119	0.45	0.03	188	15	0.5	140	4.6	101	11.2	7.9	5.7	3.7	1.9	58	32	101	1
ajmaline	15 day	High	615	13.5	40.4	65.7	22	33.5	6.7	141.3	192	12	1	0	3	84	11.5	16	215	981	76	74	149	0.47	0.03	195	19	0.6	140	4.7	102	11.3	8	5.2	3.7	2.5	66	34	96	2
ajmaline	15 day	High	682	13.6	41.2	60.5	20	33.1	4.2	144.6	126	12	1	0	4	83	11.2	15.2	249	921	85	118	160	0.52	0.01	202	18	0.5	141	4.6	102	11.7	8.6	5.6	3.7	2	65	39	71	2
ajmaline	15 day	High	675	14.3	43	63.7	21.2	33.3	5.2	155.6	166	14	1	0	4	81	10.9	16.7	220	645	78	91	156	0.37	0	230	21	0.4	139	5.2	102	11.4	8.8	5.6	3.7	2	56	34	74	1
ajmaline	15 day	High	706	14.2	43.9	62.2	20.1	32.4	5.9	127.1	120	10	1	0	4	85	11.2	16.9	237	1103	74	32	128	0.46	0.04	194	16	0.6	140	4.7	106	11.3	7.7	5.3	3.6	2.1	66	38	167	2
ajmaline	29 day	High	752	14.8	42.9	57	19.6	34.4	3.4	149.6	165	11	1	0	7	81	11.2	17.3	224	475	97	60	170	0.34	0.05	201	22	0.8	141	4.7	103	10.8	7.9	6.3	3.9	1.6	60	37	70	2
ajmaline	29 day	High	796	15.5	45.3	56.9	19.4	34.1	3	137.3	192	8	1	0	4	88	11.4	16.6	250	549	89	59	156	0.31	0.04	180	20	0.6	139	4.9	103	10.5	6.7	5.9	3.9	2	60	43	71	1
ajmaline	29 day	High	717	14.6	43.7	60.9	20.4	33.4	2.8	135.5	171	16	1	0	4	79	11.3	16.4	239	597	121	77	201	0.3	0.02	173	17	0.6	141	5.1	102	11.1	6.9	6.2	3.7	1.5	60	33	87	2
ajmaline	29 day	High	829	16.4	49.2	59.3	19.8	33.4	2.6	146.4	121	16	1	0	5	78	11.2	16.1	263	567	89	82	160	0.44	0.03	189	20	0.7	142	4.8	104	11.4	6.9	6.3	4.2	2	60	40	64	1
ajmaline	29 day	High	768	15.2	44.2	57.5	19.7	34.3	2	140.2	88.6	16	2	0	5	78	11.4	19.9	245	758	88	90	177	0.34	0.04	193	16	0.6	141	4.7	104	11	8	6	3.9	1.9	69	39	150	1
